X,Y,r,Measurement
-1917,-1183,2252.638,8.79
-1487,-1437,2067.8825,8.55
-1183,-921,1499.2431,7.88
-873,-834,1207.3463,8.4
-1099,-1263,1674.2073,7.84
-863,-1019,1335.3389,8.71
-759,-486,901.2641,8.62
-1080,-985,1461.7199,9.33
-1332,-473,1413.4897,9.85
-1687,-478,1753.4118,8.75
-2250,-602,2329.1423,8.37
-2580,-515,2630.8981,8.03
-799,-1534,1729.6118,7.99
-519,-1282,1383.0709,7.53
-332,-1012,1065.0671,9.44
-667,-831,1065.575,7.84
-322,-732,799.6924,8.93
-743,-673,1002.4859,7.61
-452,-765,888.5544,8.28
-175,-990,1005.3482,7.5
147,-1191,1200.0375,8.49
251,-723,765.33,9.59
-846,-1260,1517.6679,8.57
-668,-866,1093.7001,9.55
-1122,-1056,1540.7855,8.3
-1434,-864,1674.172,8.25
-1359,-1169,1792.6076,8.53
-1038,-1000,1441.3341,9.34
-486,-905,1027.2395,7.98
-304,-1184,1222.4042,10.12
124,-778,787.8198,7.91
527,-902,1044.6688,7.04
-2076,-1409,2508.9952,8.03
-2270,-1136,2538.3845,9.55
-1915,-1338,2336.1226,8.61
-1536,-1468,2124.6929,9.24
-1775,-1049,2061.8016,8.96
-1780,-746,1930.0041,8.1
-2089,-642,2185.4256,7.78
-2118,-1108,2390.3113,9.72
-1634,-770,1806.3377,7.79
-1528,-1289,1999.076,8.5
-121,-1330,1335.4928,7.96
-565,-1450,1556.1893,7.25
-274,-1135,1167.6048,10.17
-809,-944,1243.2285,9.08
-1154,-926,1479.5918,8.2
-1297,-1355,1875.6956,9.44
-1807,-1443,2312.4658,8.49
-1729,-931,1963.7215,8.03
-2265,-851,2419.5921,8.3
-1776,-713,1913.7777,8.84
-1664,-1262,2088.43,8.8
-1322,-1368,1902.3953,9.04
-1199,-1007,1565.7746,8.01
-1019,-1303,1654.1372,8.86
-1133,-943,1474.0889,8.39
-1341,-1204,1802.1923,9.07
-1802,-1148,2136.6113,8.25
-1340,-961,1648.9757,8.98
-1770,-916,1992.9767,7.41
-2059,-1257,2412.3702,7.64
-1494,-1093,1851.1307,8.48
-1138,-1147,1615.7515,8.62
-1071,-855,1370.4255,8.69
-1345,-1324,1887.3264,8.1
-1877,-1116,2183.709,8.25
-2245,-891,2415.348,7.03
-2012,-1228,2357.144,8.15
-2421,-1234,2717.3511,9.46
-2370,-852,2518.4924,7.25
-2500,-1387,2858.9804,7.07
