X,Y,r,Measurement
-1681,-572,1775.6534,63.4
-1895,-982,2134.3264,63.7
-1651,-1280,2089.067,63.7
-2235,-1178,2526.442,62.7
-1833,-1425,2321.748,63.9
-1354,-1227,1827.2507,62.7
-1917,-1183,2252.638,64.2
-1487,-1437,2067.8825,64.0
-1183,-921,1499.2431,64.7
-873,-834,1207.3463,62.7
-1099,-1263,1674.2073,63.4
-863,-1019,1335.3389,63.4
-759,-486,901.2641,62.4
-1080,-985,1461.7199,63.8
-1332,-473,1413.4897,63.5
-1687,-478,1753.4118,63.8
-2250,-602,2329.1423,62.4
-2580,-515,2630.8981,63.8
-799,-1534,1729.6118,62.1
-519,-1282,1383.0709,62.2
-332,-1012,1065.0671,62.0
-667,-831,1065.575,63.0
-322,-732,799.6924,63.9
-743,-673,1002.4859,63.0
-452,-765,888.5544,63.5
-175,-990,1005.3482,63.3
147,-1191,1200.0375,61.7
251,-723,765.33,62.4
-846,-1260,1517.6679,64.1
-668,-866,1093.7001,62.2
-1122,-1056,1540.7855,63.7
-1434,-864,1674.172,63.2
-1359,-1169,1792.6076,63.9
-1038,-1000,1441.3341,63.8
-486,-905,1027.2395,62.2
-304,-1184,1222.4042,62.8
124,-778,787.8198,63.5
527,-902,1044.6688,64.1
-2076,-1409,2508.9952,62.3
-2270,-1136,2538.3845,63.6
-1915,-1338,2336.1226,63.0
-1536,-1468,2124.6929,64.1
-1775,-1049,2061.8016,63.5
-1780,-746,1930.0041,62.4
-2089,-642,2185.4256,63.7
-2118,-1108,2390.3113,62.7
-1634,-770,1806.3377,64.3
-1528,-1289,1999.076,66.2
-121,-1330,1335.4928,61.3
-565,-1450,1556.1893,62.9
-274,-1135,1167.6048,62.1
-809,-944,1243.2285,63.5
-1154,-926,1479.5918,63.0
-1297,-1355,1875.6956,63.0
-1807,-1443,2312.4658,61.8
-1729,-931,1963.7215,62.9
-2265,-851,2419.5921,63.3
-1776,-713,1913.7777,63.0
-1664,-1262,2088.43,64.9
-1322,-1368,1902.3953,62.8
-1199,-1007,1565.7746,63.4
-1019,-1303,1654.1372,63.3
-1133,-943,1474.0889,62.7
-1341,-1204,1802.1923,62.9
-1802,-1148,2136.6113,63.4
-1340,-961,1648.9757,62.6
-1770,-916,1992.9767,62.7
-2059,-1257,2412.3702,62.1
-1494,-1093,1851.1307,64.8
-1138,-1147,1615.7515,62.6
-1071,-855,1370.4255,63.0
-1345,-1324,1887.3264,63.3
-1877,-1116,2183.709,63.4
-2245,-891,2415.348,63.2
-2012,-1228,2357.144,62.7
-2421,-1234,2717.3511,61.4
-2370,-852,2518.4924,62.4
-2500,-1387,2858.9804,61.8
