PL,RMS,PL_RMS_ratio,RMS_PL_ratio,PL_RMS_product,PL_squared,RMS_squared,PL_sqrt,RMS_sqrt,PL_log,RMS_log,PL_exp,RMS_exp,radius,angle,manhattan_dist,quadrant,X_Y_product,PL_group_mean,PL_group_std,RMS_group_mean,RMS_group_std,FSPL_2.4GHz,PL_excess,r,source_file
63.6,9.3,6.83870967734582,0.14622641509410972,591.48,4044.96,86.49000000000001,7.974960814950754,3.0495901363953815,4.168214410788556,2.33214389523559,1.8889101074258496,2.534509177617855,1444.0893324168003,-2.3405248619390973,2042,0,1042185,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.2461060309779,-39.6461060309779,1444.09,engineered
62.6,8.72,7.17889908248648,0.13929712460041646,545.8720000000001,3918.76,76.03840000000001,7.912016177940993,2.95296461204668,4.152613470346076,2.2741856184723477,1.8701151378240854,2.391689452237172,1027.8385087162283,-2.2859653506434485,1450,0,523024,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.292722530476,-37.692722530476,1027.84,engineered
62.4,8.35,7.473053892126071,0.13381410256388812,521.04,3893.7599999999998,69.7225,7.899367063252599,2.8896366553599777,4.14946386144318,2.2353763433005955,1.8663786452864723,2.3048140482870125,814.6318186763883,-1.8634288996844999,1015,0,183300,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,98.27345221772532,-35.87345221772532,814.63,engineered
62.6,8.23,7.606318347416691,0.1314696485620903,515.1980000000001,3918.76,67.7329,7.912016177940993,2.8687976575562106,4.152613470346076,2.222459048514761,1.8701151378240854,2.277321564519189,1049.0171590588973,-1.5650766560888991,1055,2,-6294,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.4698766767246,-37.869876676724594,1049.02,engineered
62.4,8.43,7.402135231228919,0.13509615384593734,526.0319999999999,3893.7599999999998,71.0649,7.899367063252599,2.903446228191595,4.14946386144318,2.2438960966453663,1.8663786452864723,2.3233265117943045,1480.0800654018688,-1.8542931547839403,1835,0,588294,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.45992902080354,-41.059929020803544,1480.08,engineered
65.2,10.15,6.423645320133757,0.1556748466255281,661.7800000000001,4251.04,103.02250000000001,8.07465169527454,3.1859064644147983,4.192680462942962,2.411439497906128,1.919375744308914,2.7593633973762817,1341.254636525071,-1.5275397445041003,1398,2,-77720,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,102.60444955964056,-37.404449559640554,1341.25,engineered
64.8,9.72,6.666666666598079,0.14999999999976854,629.856,4199.04,94.47840000000001,8.049844718999243,3.117691453623979,4.186619838331271,2.372111155642656,1.9117135758847483,2.6432256276807986,1945.9331951534205,-2.4639624738198824,2736,0,1849520,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,105.83678336712131,-41.036783367121316,1945.93,engineered
63.0,8.5,7.4117647057951555,0.13492063492042075,535.5,3969.0,72.25,7.937253933193772,2.9154759474226504,4.1588830833596715,2.2512917986064953,1.8776105792643432,2.3396468519259908,2354.6316060054914,-2.5032728455807476,3294,0,2653073,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,107.49268421857056,-44.49268421857056,2354.63,engineered
63.4,8.68,7.304147465353639,0.13690851734994178,550.312,4019.56,75.3424,7.962411694957753,2.946183972531247,4.165113633110308,2.2700619012884857,1.8851360625139246,2.382141802457978,1907.3093613779595,-2.3402521998598624,2697,0,1817990,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,105.66264764159018,-42.262647641590185,1907.31,engineered
63.7,8.74,7.2883295193674105,0.13720565149115038,556.738,4057.6900000000005,76.3876,7.981227975693966,2.9563490998188966,4.169761201506855,2.2762411176544437,1.8907999623032261,2.3964776177110654,1415.361791203931,-2.5132119299783438,1977,0,952640,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.07157418041342,-39.37157418041342,1415.36,engineered
63.0,9.22,6.832971800359728,0.14634920634897405,580.86,3969.0,85.00840000000001,7.937253933193772,3.0364452901377956,4.1588830833596715,2.3243465847755584,1.8776105792643432,2.514313992644344,1068.9120637358342,-2.326421688790198,1511,0,570274,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.63306440510368,-37.63306440510368,1068.91,engineered
62.4,8.54,7.306791569001092,0.13685897435875502,532.896,3893.7599999999998,72.93159999999999,7.899367063252599,2.9223278392404914,4.14946386144318,2.255493485460195,1.8663786452864723,2.3490241814897193,1410.5647805046035,-2.00780894206924,1875,0,762966,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.04208555465453,-40.642085554654535,1410.56,engineered
63.3,9.03,7.009966777331008,0.14265402843579358,571.5989999999999,4006.8899999999994,81.5409,7.956129712366434,3.004995840263344,4.163559631243574,2.305580601973844,1.8832518687053312,2.4669929997809406,838.2082080247127,-2.0520515076404537,1131,0,288284,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,98.52126301984194,-35.22126301984194,838.21,engineered
62.1,7.68,8.085937499894715,0.1236714975843419,476.928,3856.4100000000003,58.9824,7.880355321938218,2.7712812921102037,4.144720769547168,2.1610215286722587,1.8607878996621081,2.155451037931604,926.5705585652935,-1.3994376511395674,1071,2,-144254,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,99.39179476504935,-37.29179476504935,926.57,engineered
62.6,7.96,7.864321607941403,0.12715654952056363,498.296,3918.76,63.3616,7.912016177940993,2.821347195933177,4.152613470346076,2.192770226986839,1.8701151378240854,2.2166565453905425,1249.9427986912042,-1.4109086819928083,1433,2,-245566,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,101.99202760989493,-39.39202760989493,1249.94,engineered
61.5,6.96,8.836206896424768,0.11317073170713306,428.04,3782.25,48.4416,7.842193570679061,2.6381811916545836,4.135166556742356,2.0744289998562917,1.8496565995583272,2.0057137852036884,1551.4232175650848,-1.359748012254873,1842,2,-493025,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.86883056459956,-42.36883056459956,1551.42,engineered
63.7,8.88,7.1734234233426415,0.13940345368894913,565.6560000000001,4057.6900000000005,78.85440000000001,7.981227975693966,2.979932885150268,4.169761201506855,2.2905125117597764,1.8907999623032261,2.430264259001381,1528.5800600557368,-2.1070646111489055,2095,0,1026234,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.73998863469464,-40.03998863469464,1528.58,engineered
63.4,9.13,6.9441401970761865,0.14400630914803786,578.842,4019.56,83.35690000000001,7.962411694957753,3.0215889859476257,4.165113633110308,2.315501318260592,1.8851360625139246,2.4917866916242124,1248.9615686641444,-2.4588488810930635,1757,0,763572,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,101.98520633552047,-38.585206335520475,1248.96,engineered
62.8,8.42,7.458432303949425,0.1340764331208056,528.776,3943.8399999999997,70.8964,7.92464510246358,2.9017236257093817,4.155753190350744,2.2428350885882717,1.8738591108247435,2.3210043465586416,1565.8160811538498,-2.3751624047967717,2214,0,1225008,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.94903981458657,-41.14903981458657,1565.82,engineered
64.0,9.3,6.881720430033529,0.14531249999977294,595.2,4096.0,86.49000000000001,8.0,3.0495901363953815,4.174387269895637,2.33214389523559,1.8964808793049515,2.534509177617855,1142.1847486286972,-2.603875849441218,1566,0,573885,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,101.20895197058346,-37.208951970583456,1142.18,engineered
62.6,8.81,7.1055618614403455,0.14073482428092535,551.5060000000001,3918.76,77.6161,7.912016177940993,2.968164415931166,4.152613470346076,2.2834022735772717,1.8701151378240854,2.4133118119753973,923.1451673491011,-2.384539387096548,1305,0,425414,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,99.35962484438011,-36.759624844380106,923.15,engineered
64.2,10.02,6.4071856286785716,0.15607476635489706,643.284,4121.64,100.40039999999999,8.012490249604053,3.1654383582688825,4.177459468932607,2.3997118037247684,1.9002776365552259,2.723723832305809,546.465918424928,-1.927853569742464,703,0,97792,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,94.80548646181305,-30.605486461813044,546.47,engineered
62.1,8.85,7.016949152463086,0.1425120772944565,549.585,3856.4100000000003,78.32249999999999,7.880355321938218,2.9748949561287032,4.144720769547168,2.2874714551839976,1.8607878996621081,2.4229843914855502,709.2707522519169,-2.3671611492304563,1003,0,251472,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,97.07046586406756,-34.970465864067556,709.27,engineered
63.3,8.55,7.403508771843232,0.13507109004718,541.215,4006.8899999999994,73.1025,7.956129712366434,2.924038303442689,4.163559631243574,2.256541154492639,1.8832518687053312,2.351374380574902,1283.6463687480286,-2.317624873030374,1814,0,821424,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,102.22313276598794,-38.923132765987944,1283.65,engineered
64.7,9.89,6.541961577284712,0.152859350849841,639.883,4186.09,97.81210000000002,8.043631020876083,3.144837038703278,4.185098925490565,2.387844936944869,1.9098028178471123,2.6885445830457226,1380.314819162643,-2.571473995248139,1907,0,865690,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,102.8537878467802,-38.15378784678019,1380.31,engineered
64.1,9.64,6.649377593292018,0.15039001560038942,617.924,4108.8099999999995,92.92960000000001,8.006247560499238,3.104834939252005,4.175924549214524,2.3646204839134985,1.898378308740855,2.6221641807745737,1063.6489082399323,-2.5076813222702343,1487,0,539910,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.59019080739301,-36.49019080739302,1063.65,engineered
64.1,9.45,6.783068782997004,0.14742589703565143,605.7449999999999,4108.8099999999995,89.30249999999998,8.006247560499238,3.0740852297878796,4.175924549214524,2.34660197841082,1.898378308740855,2.572813378588326,1418.7138541651027,-2.6199111364878713,1937,0,869610,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.09212102965881,-38.99212102965882,1418.71,engineered
64.1,9.4,6.819148936097668,0.14664586583440462,602.54,4108.8099999999995,88.36000000000001,8.006247560499238,3.0659419433511785,4.175924549214524,2.341805806147327,1.898378308740855,2.5599814183292717,1551.9539297285858,-2.4150038231819893,2191,0,1195960,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.8718013329644,-39.7718013329644,1551.95,engineered
62.3,8.3,7.506024096295107,0.13322632423734637,517.09,3881.2899999999995,68.89000000000001,7.893034904268446,2.8809720581775866,4.147885329150131,2.2300144001592104,1.8645131995195232,2.293318740264183,1252.0998362750472,-2.236182421549576,1758,0,761405,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,102.0070040094001,-39.70700400940011,1252.1,engineered
62.3,8.37,7.44324970122529,0.1343499197429625,521.4509999999999,3881.2899999999995,70.05689999999998,7.893034904268446,2.8930952282978866,4.147885329150131,2.2375130962503307,1.8645131995195232,2.3094282890863056,1297.7230058837672,-1.9117987066271285,1657,0,530782,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,102.31786491073458,-40.01786491073459,1297.72,engineered
62.0,7.94,7.80856423163969,0.12806451612882572,492.28000000000003,3844.0,63.043600000000005,7.874007874011811,2.817800560721074,4.143134726391533,2.190535589185423,1.858928041846342,2.2122276626587873,854.9672508347908,-1.9143710146028736,1093,0,231840,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,98.69321442577595,-36.69321442577595,854.97,engineered
62.5,8.05,7.763975155183055,0.12879999999979394,503.12500000000006,3906.25,64.80250000000001,7.905694150420948,2.8372521918222215,4.151039905898646,2.2027647577118348,1.8682459574322223,2.236696498819987,1184.2943046388427,-2.074860312493651,1609,0,593164,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,101.52341764882777,-39.023417648827774,1184.29,engineered
63.4,9.35,6.780748663029083,0.1474763406937737,592.79,4019.56,87.4225,7.962411694957753,3.057776970284131,4.165113633110308,2.336986519711378,1.8851360625139246,2.5472134577390073,1457.37606677206,-2.2935638222049444,2057,0,1053652,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.32565749831869,-39.92565749831869,1457.38,engineered
62.8,8.18,7.677261613598078,0.13025477706985628,513.704,3943.8399999999997,66.91239999999999,7.92464510246358,2.8600699292150185,4.155753190350744,2.217027204632399,1.8738591108247435,2.2659633758311957,1795.702647990474,-2.2036050384511006,2510,0,1537776,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,105.13891329568685,-42.33891329568685,1795.7,engineered
63.0,9.14,6.892778993360035,0.1450793650791348,575.82,3969.0,83.53960000000001,7.937253933193772,3.023243291566195,4.1588830833596715,2.316487998163037,1.8776105792643432,2.494279724624584,1733.3854158841882,-2.3737365502497476,2451,0,1501388,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,104.83212759897327,-41.83212759897327,1733.39,engineered
62.9,8.39,7.497020262127568,0.1333863275037625,527.731,3956.41,70.39210000000001,7.930952023559341,2.896549671592048,4.157319361383489,2.2396452932201716,1.8757339071775117,2.3140517676018346,1946.0123329516696,-2.2550072908895475,2738,0,1854840,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,105.83713660031893,-42.93713660031893,1946.01,engineered
63.8,9.1,7.010989010911967,0.14263322883990182,580.5799999999999,4070.4399999999996,82.80999999999999,7.987490219086343,3.0166206257996713,4.1713056033582285,2.312535423847214,1.8926917079807226,2.4843225333848165,2996.7584153548314,-2.7589174857273955,3899,0,3110820,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,109.58725950557618,-45.78725950557619,2996.76,engineered
62.6,8.55,7.321637426814951,0.1365814696483441,535.23,3918.76,73.1025,7.912016177940993,2.924038303442689,4.152613470346076,2.256541154492639,1.8701151378240854,2.351374380574902,2595.8027660051525,-2.6241667211328195,3540,0,2896704,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,108.33965865157768,-45.73965865157768,2595.8,engineered
63.8,9.05,7.049723756828179,0.14184952978034193,577.39,4070.4399999999996,81.90250000000002,7.987490219086343,3.0083217912982647,4.1713056033582285,2.307572634505085,1.8926917079807226,2.471931923057472,2070.8300268249927,-2.5649745032708133,2865,0,1959944,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,106.37711390585929,-42.57711390585929,2070.83,engineered
63.2,8.68,7.281105990699527,0.13734177215168142,548.576,3994.2400000000002,75.3424,7.9498427657407165,2.946183972531247,4.162003210695915,2.2700619012884857,1.8813695581487633,2.382141802457978,1573.2577665468555,-2.4074546762638995,2222,0,1231072,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.99022252150593,-40.790222521505925,1573.26,engineered
62.3,8.57,7.2695449240692,0.1375601926161516,533.911,3881.2899999999995,73.4449,7.893034904268446,2.9274562336608896,4.147885329150131,2.258633205464863,1.8645131995195232,2.356081835221547,1092.2572956954784,-2.326410554144062,1544,0,595455,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.82072391916338,-38.52072391916339,1092.26,engineered
63.5,9.02,7.0399113081259435,0.14204724409426447,572.77,4032.25,81.3604,7.968688725254614,3.003331483536241,4.1666652238017265,2.3045830956567186,1.8870221414587378,2.4645272398665967,1498.6747479022924,-2.539339672896927,2084,0,1048515,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.56837262771313,-40.06837262771313,1498.67,engineered
62.6,8.14,7.690417690323213,0.13003194888158143,509.564,3918.76,66.2596,7.912016177940993,2.8530685235374214,4.152613470346076,2.2126603854660587,1.8701151378240854,2.256917625888753,1467.1826743797105,-2.313287892184678,2073,0,1072352,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,103.38390863169883,-40.78390863169883,1467.18,engineered
63.8,8.86,7.200902934455972,0.1388714733540143,565.2679999999999,4070.4399999999996,78.49959999999999,7.987490219086343,2.9765752132274432,4.1713056033582285,2.288486168614544,1.8926917079807226,2.4254085877731626,1643.5844973715225,-2.668421522995374,2212,0,1095787,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,104.37006555931046,-40.570065559310464,1643.58,engineered
63.8,9.05,7.049723756828179,0.14184952978034193,577.39,4070.4399999999996,81.90250000000002,7.987490219086343,3.0083217912982647,4.1713056033582285,2.307572634505085,1.8926917079807226,2.471931923057472,2128.854151885469,-2.6884488599568135,2846,0,1783848,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,106.61714301179148,-42.81714301179149,2128.85,engineered
62.5,8.25,7.575757575665748,0.1319999999997888,515.625,3906.25,68.0625,7.905694150420948,2.8722813232690143,4.151039905898646,2.224623551524334,1.8682459574322223,2.2818807653293036,2501.9560347855836,-2.664002437218467,3372,0,2555300,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,108.0198183113423,-45.519818311342306,2501.96,engineered
62.2,8.63,7.207415990646496,0.13874598070717242,536.7860000000001,3868.84,74.47690000000001,7.886697661252142,2.9376861643136762,4.146304301152812,2.2648832258100344,1.862649618265929,2.3702608206522378,1077.2506672079624,-1.7217518181482163,1227,0,172530,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.70056026915134,-38.500560269151336,1077.25,engineered
62.0,8.37,7.4074074073189085,0.13499999999978224,518.9399999999999,3844.0,70.05689999999998,7.874007874011811,2.8930952282978866,4.143134726391533,2.2375130962503307,1.858928041846342,2.3094282890863056,796.4169762128379,-2.2922249503805068,1124,0,314548,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,98.0770350094316,-36.0770350094316,796.42,engineered
63.4,8.8,7.204545454463584,0.13880126182943409,557.9200000000001,4019.56,77.44000000000001,7.962411694957753,2.9664793948382653,4.165113633110308,2.2823823856765264,1.8851360625139246,2.41089970641721,1011.3738181305664,-1.8164944142580746,1227,0,241326,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,100.15245896770949,-36.752458967709494,1011.37,engineered
62.6,8.22,7.615571776063071,0.13130990415314486,514.572,3918.76,67.56840000000001,7.912016177940993,2.86705423736629,4.152613470346076,2.2213750375685026,1.8701151378240854,2.275045381235993,1400.3213916812097,-2.1928721431396463,1954,0,928608,63.068999999999996,0.7815324464308061,8.649650000000001,0.5737318350875825,102.97877929943911,-40.37877929943911,1400.32,engineered
