X,Y,r,Measurement
63,-948,950.091,62.2
-314,-1083,1127.6014,62.4
-820,-1324,1557.3619,62.7
-764,-824,1123.6868,64.4
-673,-1115,1302.3648,62.7
-638,-662,919.3955,63.9
-1045,-864,1355.9207,64.0
-1352,-1149,1774.29,63.7
-1904,-984,2143.2387,62.8
-1939,-991,2177.5679,62.7
-1688,-1401,2193.6602,64.0
-1933,-1132,2240.0699,64.4
-1582,-772,1760.3147,63.5
-1227,-596,1364.0913,64.5
-845,-903,1236.7029,62.5
-806,-498,947.4387,64.0
-769,-841,1139.5797,64.3
-1093,-814,1362.8078,63.8
-943,-1314,1617.3574,63.0
-573,-1262,1385.9917,62.7
-297,-909,956.2897,62.1
-768,-1097,1339.1165,64.4
-1032,-874,1352.3683,62.9
-1172,-464,1260.5078,62.9
-1174,-812,1427.4523,63.8
-759,-877,1159.8319,62.1
-1056,-501,1168.8186,63.9
-1610,-521,1692.2,63.1
-1448,-1071,1801.04,63.1
-1287,-1017,1640.3225,63.1
-1666,-1069,1979.4739,63.8
-1681,-572,1775.6534,63.4
-1895,-982,2134.3264,62.9
-1651,-1280,2089.067,62.7
-2235,-1178,2526.442,64.1
-1833,-1425,2321.748,62.5
-1354,-1227,1827.2507,63.2
-1917,-1183,2252.638,63.7
-1487,-1437,2067.8825,63.5
-1183,-921,1499.2431,62.6
-873,-834,1207.3463,63.3
-1099,-1263,1674.2073,62.7
-863,-1019,1335.3389,62.8
-759,-486,901.2641,63.4
-1080,-985,1461.7199,63.5
-1332,-473,1413.4897,64.0
-1687,-478,1753.4118,63.4
-2250,-602,2329.1423,62.7
-2580,-515,2630.8981,62.5
-799,-1534,1729.6118,62.3
-519,-1282,1383.0709,61.9
-332,-1012,1065.0671,63.6
-667,-831,1065.575,62.4
-322,-732,799.6924,63.0
-743,-673,1002.4859,61.6
-452,-765,888.5544,62.7
-175,-990,1005.3482,62.3
147,-1191,1200.0375,62.8
251,-723,765.33,63.7
-846,-1260,1517.6679,63.1
-668,-866,1093.7001,64.3
-1122,-1056,1540.7855,62.0
-1434,-864,1674.172,63.3
-1359,-1169,1792.6076,63.3
-1038,-1000,1441.3341,64.0
-486,-905,1027.2395,63.5
-304,-1184,1222.4042,64.8
124,-778,787.8198,62.8
527,-902,1044.6688,63.1
-2076,-1409,2508.9952,62.2
-2270,-1136,2538.3845,65.1
-1915,-1338,2336.1226,63.9
-1536,-1468,2124.6929,63.9
-1775,-1049,2061.8016,63.6
-1780,-746,1930.0041,62.3
-2089,-642,2185.4256,62.2
-2118,-1108,2390.3113,64.3
-1634,-770,1806.3377,63.2
-1528,-1289,1999.076,64.0
-121,-1330,1335.4928,61.8
-565,-1450,1556.1893,62.0
-274,-1135,1167.6048,64.4
-809,-944,1243.2285,63.9
-1154,-926,1479.5918,63.6
-1297,-1355,1875.6956,64.4
-1807,-1443,2312.4658,63.2
-1729,-931,1963.7215,62.3
-2265,-851,2419.5921,63.0
-1776,-713,1913.7777,63.8
-1664,-1262,2088.43,64.1
-1322,-1368,1902.3953,63.5
-1199,-1007,1565.7746,63.2
-1019,-1303,1654.1372,62.7
-1133,-943,1474.0889,64.0
-1341,-1204,1802.1923,63.8
-1802,-1148,2136.6113,62.9
-1340,-961,1648.9757,63.5
-1770,-916,1992.9767,62.5
-2059,-1257,2412.3702,63.0
-1494,-1093,1851.1307,63.7
-1138,-1147,1615.7515,62.9
-1071,-855,1370.4255,64.0
-1345,-1324,1887.3264,62.7
-1877,-1116,2183.709,62.6
-2245,-891,2415.348,61.8
-2012,-1228,2357.144,62.7
-2421,-1234,2717.3511,64.3
-2370,-852,2518.4924,61.9
-2500,-1387,2858.9804,62.7
