2754,-1330,3058.34,68.81
2729,-805,2845.25,65.78
2932,-1121,3138.99,66.98
2920,-669,2995.66,67.15
3120,-1138,3321.06,67.38
3143,-571,3194.45,67.07
3674,-824,3765.27,68.37
3402,-448,3431.37,65.65
3514,-126,3516.26,65.25
3512,218,3518.76,66.11
1829,104,1831.95,65.87
2120,29,2120.2,64.09
1675,-278,1697.91,66.32
1837,-697,1964.78,67.82
2295,-742,2411.97,64.61
2719,-1111,2937.22,66.42
2836,-607,2900.23,65.11
3325,-499,3362.24,65.27
2988,-392,3013.6,66.58
3451,-352,3468.91,67.29
4065,-365,4081.35,65.07
4470,-139,4472.16,64.39
4821,-306,4830.7,65.41
4906,-823,4974.55,70.12
4551,-793,4619.57,69.97
4085,-595,4128.1,66.61
3750,-478,3780.34,67.25
3608,-94,3609.22,66.0
3121,-120,3123.31,65.29
2588,-156,2592.7,64.3
2003,-1337,2408.23,66.22
1729,-1480,2275.93,65.95
1943,-1003,2186.61,68.0
1972,-554,2048.34,64.02
2307,-844,2456.54,65.61
2870,-742,2964.37,70.45
2388,-711,2491.6,66.04
2627,-289,2642.85,65.54
3180,-364,3200.76,69.78
3054,-891,3181.32,70.53
1933,-1732,2595.44,66.19
1689,-1986,2607.09,65.56
1580,-1583,2236.58,68.9
1080,-1354,1731.97,67.45
1618,-1301,2076.18,67.59
1935,-1333,2349.71,66.38
2144,-969,2352.81,65.84
2503,-685,2595.04,66.9
2208,-380,2240.46,64.5
2367,91,2368.75,64.66
1250,-1001,1601.41,66.81
1440,-1245,1903.58,67.81
1153,-1614,1983.53,66.96
750,-1218,1430.39,67.37
932,-751,1196.92,65.19
610,-595,852.13,66.3
202,-549,584.98,64.0
520,-248,576.11,68.45
17,-565,565.26,64.74
69,-222,232.48,63.75
-564,-917,1076.56,69.46
-745,-530,914.29,65.61
-1067,-593,1220.71,68.46
-1338,-989,1663.84,66.55
-1707,-748,1863.69,65.29
-1490,-1208,1918.17,68.29
-1591,-1708,2334.21,69.65
-1108,-1804,2117.09,67.75
-1412,-1865,2339.22,64.74
-1558,-1580,2218.96,67.53
417,-910,1000.99,68.6
-53,-758,759.85,66.45
-540,-629,829.0,67.77
-798,-1046,1315.64,68.79
-724,-1626,1779.9,67.71
-937,-1333,1629.37,67.64
-1206,-1770,2141.81,70.36
-1527,-1583,2199.46,68.1
-1344,-1864,2298.01,68.94
-1104,-2282,2535.02,68.44
507,-2159,2217.73,65.16
251,-1846,1862.99,65.53
221,-2190,2201.12,63.34
-154,-1898,1904.24,65.9
-308,-2243,2264.05,63.1
-397,-2543,2573.8,67.1
-890,-2356,2518.5,66.69
-519,-2311,2368.56,64.88
-730,-1932,2065.31,66.43
-1181,-1700,2069.97,66.09
1435,-2369,2769.73,70.68
1672,-1849,2492.87,70.35
2098,-1567,2618.61,66.4
1696,-1474,2247.02,68.17
2216,-1443,2644.41,65.98
2721,-1742,3230.85,65.49
2432,-2104,3215.81,69.76
2894,-2099,3575.06,66.72
3280,-2025,3854.74,66.18
3363,-1715,3775.05,65.65
2338,-1398,2724.09,65.43
2615,-1195,2875.11,69.04
2147,-1218,2468.43,65.44
1889,-1372,2334.67,66.99
1931,-1901,2709.72,71.1
2413,-1624,2908.6,65.65
2110,-2113,2986.11,64.77
1516,-2176,2652.02,69.63
1731,-1779,2482.18,67.36
2084,-1922,2834.99,65.95
1610,-1977,2549.63,66.81
1592,-1434,2142.62,66.3
2112,-1367,2515.8,68.98
2410,-1522,2850.37,65.52
2150,-1898,2867.91,70.91
2513,-2062,3250.69,65.13
2753,-1665,3217.33,70.74
3122,-1865,3636.63,66.48
3239,-2272,3956.4,68.79
2927,-2437,3808.71,65.66
2491,-1160,2747.85,66.88
2217,-915,2398.4,65.93
1930,-1211,2278.47,68.17
2253,-1167,2537.3,67.99
2670,-1429,3028.36,68.39
2780,-1765,3292.97,67.91
2772,-2078,3464.4,67.55
2972,-2555,3919.29,63.75
2672,-2285,3515.79,64.32
2303,-2619,3487.54,64.85
4186,-556,4222.76,66.57
4034,-981,4151.57,67.5
3944,-1456,4204.17,66.55
3632,-1008,3769.28,66.28
3174,-1057,3345.37,66.87
2837,-1183,3073.77,66.03
3079,-820,3186.32,67.12
2683,-983,2857.41,66.89
2482,-1538,2919.89,64.84
2047,-1321,2436.24,66.02
1491,-1516,2126.34,67.99
1009,-1530,1832.75,67.01
614,-1860,1958.72,67.97
494,-2262,2315.31,64.95
79,-1889,1890.65,66.65
2,-2461,2461.0,65.45
401,-2803,2831.54,65.92
763,-2670,2776.88,65.25
1111,-2259,2517.42,67.84
1334,-2518,2849.54,65.68
-108,-1669,1672.49,65.77
-543,-1819,1898.32,67.48
-623,-1310,1450.6,67.66
-604,-957,1131.66,67.18
-587,-557,809.21,65.6
-385,-263,466.26,65.36
-4,-370,370.02,64.4
383,-536,658.78,65.93
578,-958,1118.86,66.03
535,-1269,1377.17,65.55
1345,10,1345.04,67.0
782,-5,782.02,69.52
824,-495,961.25,67.9
1137,-395,1203.66,69.03
1051,-962,1424.8,68.0
958,-1257,1580.45,70.39
657,-1178,1348.83,69.37
138,-1473,1479.45,65.4
-131,-1044,1052.19,67.39
67,-681,684.29,64.81
2090,-1527,2588.4,66.88
1539,-1408,2085.9,66.5
1341,-1023,1686.66,68.07
980,-1408,1715.48,65.55
